"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,        1331,      -5.766097161,      -3.261885061,       -3.42037591,     -0.4212805952,      -7.994819332
          0,           0,        1332,      -5.769600096,      -3.261743276,      -3.415115267,     -0.4254849835,       -7.99681842
          0,           0,        1333,      -5.773141445,      -3.261864234,      -3.409985757,     -0.4297268845,      -7.998817157
          0,           0,        1334,      -5.776571926,      -3.262257155,      -3.405051592,     -0.4339479989,      -8.000815285
          0,           0,        1335,      -5.779967493,      -3.262922798,      -3.400369034,     -0.4380745874,      -8.002812726
          0,           0,        1336,      -5.783179973,      -3.263862263,      -3.395986836,     -0.4420463884,       -8.00480914
          0,           0,        1337,      -5.786291471,      -3.265068732,       -3.39194529,     -0.4457981399,      -8.006804485
          0,           0,        1338,      -5.789151101,      -3.266541742,      -3.388281496,      -0.449281653,      -8.008798738
          0,           0,        1339,      -5.791842284,      -3.268271931,      -3.385023525,     -0.4524356288,       -8.01079173
          0,           0,        1340,      -5.794205063,      -3.270241167,      -3.382195451,      -0.455218991,      -8.012783214
          0,           0,        1341,      -5.796321987,      -3.272435639,      -3.379803698,     -0.4575843674,      -8.014772731
          0,           0,        1342,      -5.798158915,      -3.274838549,       -3.37785678,     -0.4595055599,      -8.016760383
          0,           0,        1343,      -5.799765946,      -3.277434306,      -3.376365329,     -0.4609580783,      -8.018745981
          0,           0,        1344,      -5.801016902,      -3.280196298,      -3.375335114,     -0.4619393743,      -8.020729475
          0,           0,        1345,      -5.802023645,      -3.283098427,      -3.374781716,     -0.4624446359,      -8.022710702
          0,           0,        1346,      -5.802700354,      -3.286116733,      -3.374691202,     -0.4624965711,      -8.024689491
          0,           0,        1347,      -5.803170683,      -3.289249283,      -3.375049827,      -0.462116482,      -8.026665721
          0,           0,        1348,      -5.803219438,      -3.292439799,      -3.375853428,     -0.4613297644,      -8.028638659
          0,           0,        1349,      -5.803256745,       -3.29564165,      -3.377097165,     -0.4601545489,      -8.030608413
          0,           0,        1350,      -5.803049818,       -3.29882144,      -3.378776739,     -0.4586641705,      -8.032575146
          0,           0,        1351,      -5.802670446,      -3.301988097,      -3.380910582,     -0.4569271421,      -8.034538351
          0,           0,        1352,      -5.802187504,      -3.305081659,      -3.383414317,     -0.4549743872,      -8.036498201
          0,           0,        1353,       -5.80148938,      -3.308043987,      -3.386260624,     -0.4528282581,      -8.038453006
          0,           0,        1354,      -5.800652561,      -3.310857504,      -3.389426908,     -0.4505431976,      -8.040402094
          0,           0,        1355,       -5.79993531,       -3.31346821,      -3.392887116,       -0.44817323,      -8.042345837
          0,           0,        1356,       -5.79924791,      -3.315837441,      -3.396665977,     -0.4457980594,      -8.044285095
          0,           0,        1357,      -5.798646725,      -3.317934377,      -3.400774886,     -0.4434469074,      -8.046220801
          0,           0,        1358,      -5.797924914,      -3.319749226,      -3.405173743,     -0.4411716991,      -8.048152921
          0,           0,        1359,      -5.797089445,      -3.321264859,      -3.409782989,     -0.4390012418,      -8.050079831
          0,           0,        1360,       -5.79627609,      -3.322469608,      -3.414530803,     -0.4369705153,      -8.052000662
          0,           0,        1361,      -5.795777287,      -3.323358786,      -3.419390778,     -0.4351161976,      -8.053915656
          0,           0,        1362,      -5.795268462,      -3.323919808,      -3.424335608,     -0.4334696751,      -8.055824213
          0,           0,        1363,      -5.794917385,      -3.324145591,      -3.429301304,     -0.4320426235,      -8.057725826
          0,           0,        1364,      -5.794609384,      -3.324042878,      -3.434225219,     -0.4308714173,      -8.059619421
          0,           0,        1365,      -5.794761735,      -3.323639802,      -3.439052338,     -0.4299733681,      -8.061506372
          0,           0,        1366,      -5.795029325,      -3.322934946,       -3.44376185,      -0.429365408,      -8.063387549
          0,           0,        1367,      -5.795451954,        -3.3219386,      -3.448277935,     -0.4290442832,      -8.065263206
          0,           0,        1368,      -5.795935888,      -3.320656227,      -3.452528631,     -0.4290208284,      -8.067133188
          0,           0,        1369,      -5.796618206,      -3.319110339,      -3.456442575,     -0.4292868268,      -8.068997294
          0,           0,        1370,      -5.797385086,      -3.317324663,      -3.459964515,     -0.4298528572,      -8.070855421
          0,           0,        1371,      -5.798349145,      -3.315316244,      -3.463049608,      -0.430706909,      -8.072707524
          0,           0,        1372,      -5.799380993,      -3.313104721,      -3.465659926,     -0.4318490091,      -8.074553562
          0,           0,        1373,      -5.800582761,      -3.310712495,      -3.467756965,     -0.4332578293,      -8.076393388
          0,           0,        1374,      -5.801822418,      -3.308186544,      -3.469306536,     -0.4349265365,       -8.07822679
          0,           0,        1375,      -5.803220109,      -3.305537817,      -3.470296745,     -0.4368338568,      -8.080053821
          0,           0,        1376,      -5.804622543,      -3.302783578,      -3.470717363,     -0.4389676634,      -8.081874425
          0,           0,        1377,      -5.806125164,      -3.299944508,      -3.470567527,     -0.4412942639,      -8.083688611
          0,           0,        1378,      -5.807583529,      -3.297044033,      -3.469866196,     -0.4437965201,      -8.085495988
          0,           0,        1379,       -5.80909811,       -3.29411011,      -3.468634597,     -0.4464392198,      -8.087296496
          0,           0,        1380,      -5.810532334,      -3.291172192,      -3.466908388,      -0.449208195,      -8.089089829
          0,           0,        1381,      -5.811988973,      -3.288258782,      -3.464725487,     -0.4520691867,      -8.090875999
          0,           0,        1382,      -5.813313692,      -3.285395023,       -3.46213732,     -0.4549858324,      -8.092654883
          0,           0,        1383,       -5.81461129,      -3.282600042,      -3.459193492,     -0.4579190313,      -8.094426268
          0,           0,        1384,      -5.815735225,      -3.279892751,      -3.455951379,     -0.4608415467,      -8.096190051
          0,           0,        1385,      -5.816799562,      -3.277289731,      -3.452468564,     -0.4637177149,      -8.097946089
          0,           0,        1386,      -5.817649549,      -3.274810195,      -3.448806867,      -0.466506037,       -8.09969415
          0,           0,        1387,      -5.818397889,      -3.272470824,      -3.445023898,     -0.4691657119,      -8.101434201
          0,           0,        1388,      -5.818903059,       -3.27028855,       -3.44118085,     -0.4716715772,      -8.103166056
          0,           0,        1389,      -5.819279837,       -3.26827805,       -3.43733275,     -0.4739782637,      -8.104889634
          0,           0,        1390,      -5.819384738,      -3.266452122,      -3.433534014,     -0.4760542711,      -8.106604775
          0,           0,        1391,      -5.819338699,      -3.264820762,      -3.429828726,     -0.4778604523,      -8.108311162
          0,           0,        1392,      -5.819017066,      -3.263400919,      -3.426265696,     -0.4793924144,      -8.110008762
          0,           0,        1393,      -5.818543714,       -3.26220515,      -3.422887444,     -0.4806139964,      -8.111697421
          0,           0,        1394,      -5.817793833,      -3.261244492,      -3.419735757,     -0.4815165348,      -8.113376939
          0,           0,        1395,      -5.816920057,      -3.260526238,       -3.41684623,     -0.4821107091,      -8.115047275
          0,           0,        1396,      -5.815789405,      -3.260058644,      -3.414247244,     -0.4823718724,      -8.116708216
